country,taxa,bumble_bees_included,area_coverage,percent_richness_change,period,period_1_richness,period_2_richness,richness_decline,no_species_abundace_increase,no_species_abundance_decrease,study,notes
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,-50.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
Netherlands,bee,NA,10x10km,30.000,pre1980vspost1980,NA,NA,NA,NA,NA,"Biesmeijer, J. C., Roberts, S. P. M., Reemer, M., OhlemÅller, R., Edwards, M., Peeters, T., Schaffers, A. P., Potts, S. G., Kleukers, R., Thomas, C. D., Settele, J., & Kunin, W. E. (2006). Parallel Declines in Pollinators and Insect-Pollinated Plants in Britain and the Netherlands. Science, 313(5785), 351-354. 10.1126/science.1127863",
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.202,1970vs2010,6.000,4.790,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.538,1970vs2010,4.000,1.850,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.789,1970vs2010,7.000,1.480,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.360,1970vs2010,7.000,4.480,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",1.173,1970vs2010,3.000,6.520,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.672,1970vs2010,14.000,4.590,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",0.963,1970vs2010,4.000,7.850,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",0.107,1970vs2010,6.000,6.640,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.629,1970vs2010,13.000,4.820,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.520,1970vs2010,3.000,1.440,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.773,1970vs2010,17.000,3.860,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,"in natural habitats near Carlinville, Illinois",-0.644,1970vs2010,16.000,5.690,NA,NA,NA,"Burkle, L. A., Marlin, J. C., & Knight, T. M. (2013). Plant-pollinator interactions over 120 years: loss of species, co-occurrence, and function. Science, 339(6127), 1611-1615.",number of species in the second time period is rarefied richness
USA,bee,NA,All of eastern USA,-0.048,1990-2009,770.000,733.000,37,NA,NA,"Colla, S. R., Ascher, J. S., Arduser, M., Cane, J., Deyrup, M., Droege, S., Gibbs, J., Griswold, T., Hall, H. G., Henne, C., Neff, J., Jean, R. P., Rightmyer, M. G., Sheffield, C., Veit, M., & Wolf, A. (2012). Documenting Persistence of Most Eastern North American Bee Species (Hymenoptera: Apoidea: Anthophila) to 19902009. Journal of the Kansas Entomological Society, 85(1), 14-22. 10.2317/JKES110726.1",
USA,bee,NA,38¯ to 45¯ N latitude and -85¯ to -70¯ W longitude,-0.150,1872vs2011,NA,NA,NA,NA,NA,"Bartomeus, I., Ascher, J. S., Gibbs, J., Danforth, B. N., Wagner, D. L., Hedtke, S. M., & Winfree, R. (2013). Historical changes in northeastern US bee pollinators related to shared ecological traits. Proceedings of the National Academy of Sciences of the United States of America, 110(12), 4656-4660. 10.1073/pnas.1218503110",
Panama,bee,NA,Multiple locations,0.000,1980-2000,NA,NA,0,4,9,"Roubik, D. W. (2001). Ups and downs in pollinator populations: When is there a decline? Ecology and Society, 5(1)",
Belgium,bee,no,Whole country,-3.139768649,30-49vs50-69,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Belgium,bee,no,Whole country,-7.620307167,50-69vs70-89,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Belgium,bee,no,Whole country,-12.66046636,70-89vs90-09,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Great Britain,bee,no,Whole country,2.04368511,30-49vs50-69,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Great Britain,bee,no,Whole country,-5.415473233,50-69vs70-89,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Great Britain,bee,no,Whole country,1.558447623,70-89vs90-09,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Netherlands,bee,no,Whole country,-2.225805982,30-49vs50-69,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Netherlands,bee,no,Whole country,-9.422867647,50-69vs70-89,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Belgium,bumblebee,yes,Whole country,-0.509583333,30-49vs50-69,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Belgium,bumblebee,yes,Whole country,-14.88234334,50-69vs70-89,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Belgium,bumblebee,yes,Whole country,-18.35226272,70-89vs90-09,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
Netherlands,bumblebee,yes,Whole country,-4.053076923,30-49vs50-69,NA,NA,NA,NA,NA,"Carvalheiro, L. G., Kunin, W. E., Keil, P., Aguirre-GutiÇrrez, J., Ellis, W. N., Fox, R., Groom, Q., Hennekens, S., Van Landuyt, W., Maes, D., Van de Meutter, F., Michez, D., Rasmont, P., Ode, B., Potts, S. G., Reemer, M., Roberts, S. P. M., SchaminÇe, J., Wallisdevries, M. F., & Biesmeijer, J. C. (2013). Species richness declines and biotic homogenisation have slowed down for NW-European pollinators and plants. Ecology Letters, 16(7), 870-878. 10.1111/ele.12121",
